CUSTOM - 2021-07-16 08:57:19 --> Order::index - /index.php/order: null
CUSTOM - 2021-07-16 16:38:17 --> Order::saveDevided - /index.php/order/saveDevided: []
CUSTOM - 2021-07-16 16:38:17 --> Order::updateWarehouse - /index.php/order/updateWarehouse?ship_id=2574: {"info":{"id":"2574","truck_id":"7","driver":"0","sub_driver":["0"],"created":"2021-07-16 16:14:02","allow":"0","status":"0","date":"2021-07-15T17:00:00.000Z","index":"2","note":null,"order_detail":[{"id":"21854","customer_id":"1351","total_price":"1380000","delivery":"0","status":"2","shipment_id":"2574","created":"2021-07-16 15:41:03","note":"","order_code":"CH000021854","saler":"11","old_debit":"0","last_bill":"0"}],"truck_name":"Ban le"},"truck_id":"7","driver":"0","sub_driver":["0"]}
CUSTOM - 2021-07-16 16:39:22 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2567&status=1: []
CUSTOM - 2021-07-16 16:39:47 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2567&status=2: []
CUSTOM - 2021-07-16 16:40:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21741","price":2297500,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21653","price":5124000,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21811","price":2660500,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21804","price":1592500,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21844","price":3320000,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21783","price":1208500,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:35 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21815","price":2137500,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:35 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21718","price":934000,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:35 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21809","price":4774500,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:35 --> Shipment::saveShipmentPaymentDetail - /index.php/shipment/saveShipmentPaymentDetail: {"shipment_id":2567,"payment_detail":[{"tien":500000,"soluong":40},{"tien":200000,"soluong":45},{"tien":100000,"soluong":3},{"tien":50000,"soluong":1},{"tien":20000,"soluong":0},{"tien":10000,"soluong":0},{"tien":5000,"soluong":0},{"tien":2000,"soluong":3},{"tien":1000,"soluong":0}]}
CUSTOM - 2021-07-16 16:40:35 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21823","price":5307000,"shipment_id":2567}
CUSTOM - 2021-07-16 16:40:52 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2568&status=1: []
CUSTOM - 2021-07-16 16:41:05 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2568&status=2: []
CUSTOM - 2021-07-16 16:41:18 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21810","price":3641000,"shipment_id":2568}
CUSTOM - 2021-07-16 16:41:18 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21831","price":1434000,"shipment_id":2568}
CUSTOM - 2021-07-16 16:41:18 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21832","price":5621000,"shipment_id":2568}
CUSTOM - 2021-07-16 16:41:19 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21833","price":2158000,"shipment_id":2568}
CUSTOM - 2021-07-16 16:41:19 --> Shipment::saveShipmentPaymentDetail - /index.php/shipment/saveShipmentPaymentDetail: {"shipment_id":2568,"payment_detail":[{"tien":500000,"soluong":20},{"tien":200000,"soluong":10},{"tien":100000,"soluong":8},{"tien":50000,"soluong":1},{"tien":20000,"soluong":0},{"tien":10000,"soluong":0},{"tien":5000,"soluong":0},{"tien":2000,"soluong":2},{"tien":1000,"soluong":0}]}
CUSTOM - 2021-07-16 16:41:30 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2569&status=1: []
CUSTOM - 2021-07-16 16:41:48 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2569&status=2: []
CUSTOM - 2021-07-16 16:42:04 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21749","price":2405500,"shipment_id":2569}
CUSTOM - 2021-07-16 16:42:04 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21752","price":1437000,"shipment_id":2569}
CUSTOM - 2021-07-16 16:42:04 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21748","price":6659000,"shipment_id":2569}
CUSTOM - 2021-07-16 16:42:04 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21751","price":2474500,"shipment_id":2569}
CUSTOM - 2021-07-16 16:42:05 --> Shipment::saveShipmentPaymentDetail - /index.php/shipment/saveShipmentPaymentDetail: {"shipment_id":2569,"payment_detail":[{"tien":500000,"soluong":20},{"tien":200000,"soluong":35},{"tien":100000,"soluong":8},{"tien":50000,"soluong":0},{"tien":20000,"soluong":0},{"tien":10000,"soluong":1},{"tien":5000,"soluong":1},{"tien":2000,"soluong":1},{"tien":1000,"soluong":0}]}
CUSTOM - 2021-07-16 16:42:05 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21750","price":3416000,"shipment_id":2569}
CUSTOM - 2021-07-16 16:42:05 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21747","price":1425000,"shipment_id":2569}
CUSTOM - 2021-07-16 16:42:26 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2570&status=1: []
CUSTOM - 2021-07-16 16:42:38 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2570&status=2: []
CUSTOM - 2021-07-16 16:43:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21854","price":1380000,"shipment_id":2570}
CUSTOM - 2021-07-16 16:43:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21847","price":4979500,"shipment_id":2570}
CUSTOM - 2021-07-16 16:43:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21853","price":43743000,"shipment_id":2570}
CUSTOM - 2021-07-16 16:43:35 --> Shipment::saveShipmentPaymentDetail - /index.php/shipment/saveShipmentPaymentDetail: {"shipment_id":2570,"payment_detail":[{"tien":500000,"soluong":100},{"tien":200000,"soluong":0},{"tien":100000,"soluong":1},{"tien":50000,"soluong":0},{"tien":20000,"soluong":0},{"tien":10000,"soluong":0},{"tien":5000,"soluong":0},{"tien":2000,"soluong":1},{"tien":1000,"soluong":1}]}
CUSTOM - 2021-07-16 16:44:00 --> Order::index - /index.php/order: null
CUSTOM - 2021-07-16 16:44:28 --> Order::update - /index.php/order/update: {"note":"","lstProId":[],"id":"21851","orders":[{"product_id":"1","cost":1,"unit":"","price":91500,"quantity":10,"total":"1"},{"product_id":"57","cost":92,"unit":"","price":360000,"quantity":1,"total":"57"},{"product_id":"58","cost":90,"unit":"","price":410000,"quantity":2,"total":"58"},{"product_id":"59","cost":93,"unit":"","price":410000,"quantity":1,"total":"59"},{"product_id":"64","cost":68,"unit":"","price":153000,"quantity":1,"total":"64"},{"product_id":"77","cost":60,"unit":"","price":189000,"quantity":2,"total":"77"},{"product_id":"79","cost":69,"unit":"","price":160000,"quantity":2,"total":"79"},{"product_id":"80","cost":62,"unit":"","price":166000,"quantity":2,"total":"80"},{"product_id":"81","cost":61,"unit":"","price":162000,"quantity":2,"total":"81"},{"product_id":"85","cost":70,"unit":"","price":185000,"quantity":1,"total":"85"},{"product_id":"86","cost":258,"unit":"","price":140000,"quantity":1,"total":"86"},{"product_id":"87","cost":63,"unit":"","price":164000,"quantity":2,"total":"87"},{"product_id":"89","cost":187,"unit":"","price":150000,"quantity":2,"total":"89"},{"product_id":"97","cost":515,"unit":"","price":76000,"quantity":1,"total":"97"},{"product_id":"123","cost":80,"unit":"","price":265000,"quantity":2,"total":"123"},{"product_id":"160","cost":318,"unit":"","price":153000,"quantity":1,"total":"160"},{"product_id":"190","cost":507,"unit":"","price":335000,"quantity":1,"total":"190"},{"product_id":"244","cost":4802,"unit":"","price":180000,"quantity":1,"total":"244"},{"product_id":"82","cost":null,"unit":"","price":156000,"quantity":1,"total":"82"}],"total_price":6395000,"customer_id":"1234","saler":"11"}
CUSTOM - 2021-07-16 16:44:33 --> Order::index - /index.php/order: null
CUSTOM - 2021-07-16 16:44:38 --> Order::addOldDebitToOrder - /index.php/order/addOldDebitToOrder: {"id":"21851","debit":"11654000"}
CUSTOM - 2021-07-16 16:45:24 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2572&status=1: []
CUSTOM - 2021-07-16 16:46:03 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2572&status=2: []
CUSTOM - 2021-07-16 16:46:12 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21851","price":0,"shipment_id":2572}
CUSTOM - 2021-07-16 16:46:12 --> Shipment::saveShipmentPaymentDetail - /index.php/shipment/saveShipmentPaymentDetail: {"shipment_id":2572,"payment_detail":[{"tien":500000,"soluong":0},{"tien":200000,"soluong":0},{"tien":100000,"soluong":0},{"tien":50000,"soluong":0},{"tien":20000,"soluong":0},{"tien":10000,"soluong":0},{"tien":5000,"soluong":0},{"tien":2000,"soluong":0},{"tien":1000,"soluong":0}]}
CUSTOM - 2021-07-16 16:46:24 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2573&status=1: []
CUSTOM - 2021-07-16 16:46:28 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2573&status=2: []
CUSTOM - 2021-07-16 16:46:36 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21852","price":0,"shipment_id":2573}
CUSTOM - 2021-07-16 16:46:36 --> Shipment::saveShipmentPaymentDetail - /index.php/shipment/saveShipmentPaymentDetail: {"shipment_id":2573,"payment_detail":[{"tien":500000,"soluong":0},{"tien":200000,"soluong":0},{"tien":100000,"soluong":0},{"tien":50000,"soluong":0},{"tien":20000,"soluong":0},{"tien":10000,"soluong":0},{"tien":5000,"soluong":0},{"tien":2000,"soluong":0},{"tien":1000,"soluong":0}]}
CUSTOM - 2021-07-16 17:09:12 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2571&status=1: []
CUSTOM - 2021-07-16 17:09:16 --> Order::updateStatusShipment - /index.php/order/updateStatusShipment?shipment_id=2571&status=2: []
CUSTOM - 2021-07-16 17:09:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21766","price":18050000,"shipment_id":2571}
CUSTOM - 2021-07-16 17:09:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21848","price":9075000,"shipment_id":2571}
CUSTOM - 2021-07-16 17:09:34 --> Order::orderDelivered - /index.php/order/orderDelivered: {"order_id":"21850","price":5250000,"shipment_id":2571}
CUSTOM - 2021-07-16 17:09:34 --> Shipment::saveShipmentPaymentDetail - /index.php/shipment/saveShipmentPaymentDetail: {"shipment_id":2571,"payment_detail":[{"tien":500000,"soluong":60},{"tien":200000,"soluong":10},{"tien":100000,"soluong":3},{"tien":50000,"soluong":1},{"tien":20000,"soluong":1},{"tien":10000,"soluong":0},{"tien":5000,"soluong":1},{"tien":2000,"soluong":0},{"tien":1000,"soluong":0}]}
CUSTOM - 2021-07-16 17:25:38 --> Order::addOrder - /index.php/order/addOrder: {"note":"\u0110\u01a1n A.H\u00f9ng","lstProId":[],"orders":[{"product_id":"1","cost":null,"unit":"","price":105000,"quantity":50,"total":"1"}],"total_price":5250000,"customer_id":"1259","saler":"11"}
CUSTOM - 2021-07-16 17:27:28 --> Order::addOrder - /index.php/order/addOrder: {"note":"B\u1ea1n Th\u1ea1ch","lstProId":[],"orders":[{"product_id":"1","cost":null,"unit":"","price":105000,"quantity":60,"total":"1"}],"total_price":6300000,"customer_id":"1259","saler":"11"}
CUSTOM - 2021-07-16 17:27:31 --> Order::index - /index.php/order: null
CUSTOM - 2021-07-16 17:28:03 --> Order::index - /index.php/order: null
CUSTOM - 2021-07-16 17:43:18 --> Order::createShipment - /index.php/order/createShipment: {"order":[{"id":"21699","customer_id":"1636","total_price":"3132000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:01:13","note":"Anh s\u1eafp x\u1ebfp \u0111i \u0111\u01a1n n\u00e0y gi\u00fap e nha","order_code":"CH000021699","saler":"12","driver":null,"sub_driver":null,"saler_name":"Sup Ace","customer_name":"Kim Quy","customer_address":"30\/112 \u0110\u1ed7 Nhu\u1eadn","customer_phone":"[]","total_box":27},{"id":"21698","customer_id":"1294","total_price":"2663500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:00:48","note":"","order_code":"CH000021698","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"C\u00f4 Li\u00ean","customer_address":"189 CN11","customer_phone":"[]","total_box":21},{"id":"21731","customer_id":"1569","total_price":"920500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:35:53","note":"","order_code":"CH000021731","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Ch\u1ecb Di\u1ec7u","customer_address":"520 L\u00ea Tr\u1ecdng T\u1ea5n","customer_phone":"[]","total_box":10},{"id":"21730","customer_id":"1092","total_price":"1202500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:35:39","note":"","order_code":"CH000021730","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Nguy\u1ec5n Th\u1ecb Mai","customer_address":"492 L\u00ea Tr\u1ecdng T\u1ea5n","customer_phone":"[\"22457376\"]","total_box":10},{"id":"21754","customer_id":"1243","total_price":"3302500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 15:00:40","note":"","order_code":"CH000021754","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":null,"customer_address":"25 S\u01a1n K\u1ef3","customer_phone":"[]","total_box":22},{"id":"21773","customer_id":"1211","total_price":"5683500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 11:59:31","note":"","order_code":"CH000021773","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"C\u00f4 Li\u00ean","customer_address":"505 L\u00ea Tr\u1ecdng T\u1ea5n","customer_phone":"[]","total_box":42},{"id":"21755","customer_id":"832","total_price":"1154000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 15:01:25","note":"","order_code":"CH000021755","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":"","customer_address":"55 S\u01a1n K\u1ef3","customer_phone":"[\"38152511\"]","total_box":7},{"id":"21790","customer_id":"1321","total_price":"1495000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 12:08:57","note":"","order_code":"CH000021790","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Ch\u1ecb H\u1ed3ng","customer_address":"002 L\u00f4 D CC S\u01a1n K\u1ef3","customer_phone":"[]","total_box":15},{"id":"21803","customer_id":"1406","total_price":"5104000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 13:44:15","note":"","order_code":"CH000021803","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":null,"customer_address":"547 T\u00e2n K\u1ef3 T\u00e2n Qu\u00fd","customer_phone":"[]","total_box":37},{"id":"21805","customer_id":"1138","total_price":"4637500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 13:46:55","note":"","order_code":"CH000021805","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":"","customer_address":"489 T\u00e2n K\u1ef3 T\u00e2n Qu\u00fd","customer_phone":"[\"66527707\"]","total_box":40},{"id":"21806","customer_id":"1407","total_price":"580500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 13:47:55","note":"","order_code":"CH000021806","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":null,"customer_address":"511 T\u00e2n K\u1ef3 T\u00e2n Qu\u00fd","customer_phone":"[]","total_box":6},{"id":"21813","customer_id":"1141","total_price":"2499000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 13:57:20","note":"","order_code":"CH000021813","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":"Anh Vui","customer_address":"411 T\u00e2n K\u1ef3 T\u00e2n Qu\u00fd","customer_phone":"[]","total_box":20},{"id":"21838","customer_id":"485","total_price":"7183500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 15:29:10","note":"","order_code":"CH000021838","saler":"3","driver":null,"sub_driver":null,"saler_name":"Chinh Ace","customer_name":"Anh Vinh","customer_address":"459A L\u00ea Tr\u1ecdng T\u1ea5n","customer_phone":"[\"62784862\"]","total_box":57},{"id":"21753","customer_id":"716","total_price":"2777500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 14:59:08","note":"","order_code":"CH000021753","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":"Hu\u1ef3nh Th\u1ecb M\u1ef9 Dung","customer_address":"1A Nguy\u1ec5n H\u1eefu Ti\u1ebfn","customer_phone":"[\"38163246\",\"38160110\"]","total_box":16},{"id":"21793","customer_id":"479","total_price":"1640500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 12:10:10","note":"","order_code":"CH000021793","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Ch\u1ecb Ph\u1ee5ng","customer_address":"118\/82 L\u00ea Tr\u1ecdng T\u1ea5n","customer_phone":"[]","total_box":14},{"id":"21795","customer_id":"490","total_price":"2918500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 12:10:39","note":"","order_code":"CH000021795","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Nguy\u1ec5n Th\u1ecb Thanh Trang","customer_address":"118\/36 L\u00ea Tr\u1ecdng T\u1ea5n","customer_phone":"[\"31123578\"]","total_box":22}],"id":0,"truck":"1","date":"2021-07-16 00:00:00","index":3}
CUSTOM - 2021-07-16 17:44:45 --> Order::createShipment - /index.php/order/createShipment: {"order":[{"id":"21707","customer_id":"1295","total_price":"7292000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:09:46","note":"","order_code":"CH000021707","saler":"3","driver":null,"sub_driver":null,"saler_name":"Chinh Ace","customer_name":"Ch\u1ecb Trang","customer_address":"27 Th\u1ed1ng Nh\u1ea5t","customer_phone":"[]","total_box":54},{"id":"21662","customer_id":"439","total_price":"1766500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-13 11:38:20","note":"","order_code":"CH000021662","saler":"1","driver":null,"sub_driver":null,"saler_name":"Sang Ace","customer_name":"H\u1ed3ng Quang","customer_address":"38\/1\/14 \u0110\u00f4 \u0110\u1ed1c Long","customer_phone":"[]","total_box":16},{"id":"21708","customer_id":"336","total_price":"4552000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:11:45","note":"","order_code":"CH000021708","saler":"3","driver":null,"sub_driver":null,"saler_name":"Chinh Ace","customer_name":"Anh S\u01a1n","customer_address":"341\/19\/68B Khu\u00f4ng Vi\u1ec7t","customer_phone":"[\"39742258\"]","total_box":31},{"id":"21736","customer_id":"1125","total_price":"7215500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:41:09","note":"","order_code":"CH000021736","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Phan Th\u1ecb Tuy\u1ebft H\u01b0\u01a1ng","customer_address":"2 T\u00e2y S\u01a1n","customer_phone":"[\"38471885\"]","total_box":43},{"id":"21735","customer_id":"1185","total_price":"1560500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:38:57","note":"","order_code":"CH000021735","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Ch\u1ecb Di\u1ec5m","customer_address":"71 T\u00e2y S\u01a1n","customer_phone":"[\"54448415\"]","total_box":11},{"id":"21705","customer_id":"1160","total_price":"3122500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:05:05","note":"","order_code":"CH000021705","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Nguy\u1ec5n Th\u1ecb Tuy\u1ebft H\u01b0\u01a1ng","customer_address":"5 V\u00f5 C\u00f4ng T\u1ed3n","customer_phone":"[]","total_box":15},{"id":"21704","customer_id":"1072","total_price":"2340000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:03:37","note":"","order_code":"CH000021704","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Ch\u1ecb Ph\u00fac","customer_address":"95 T\u00e2y S\u01a1n","customer_phone":"[]","total_box":12},{"id":"21737","customer_id":"1123","total_price":"11385000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:42:05","note":"","order_code":"CH000021737","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Tr\u1ea7n Tr\u1ecdng \u0110\u1ea1i","customer_address":"36 Tr\u1ea7n V\u0103n \u01a0n","customer_phone":"[]","total_box":29},{"id":"21738","customer_id":"1123","total_price":"4545500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-14 12:48:08","note":"","order_code":"CH000021738","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Tr\u1ea7n Tr\u1ecdng \u0110\u1ea1i","customer_address":"36 Tr\u1ea7n V\u0103n \u01a0n","customer_phone":"[]","total_box":24},{"id":"21772","customer_id":"1160","total_price":"2927500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 11:57:16","note":"","order_code":"CH000021772","saler":"4","driver":null,"sub_driver":null,"saler_name":"H\u00e2n Ace","customer_name":"Nguy\u1ec5n Th\u1ecb Tuy\u1ebft H\u01b0\u01a1ng","customer_address":"5 V\u00f5 C\u00f4ng T\u1ed3n","customer_phone":"[]","total_box":19},{"id":"21782","customer_id":"1296","total_price":"5252500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 12:05:00","note":"","order_code":"CH000021782","saler":"1","driver":null,"sub_driver":null,"saler_name":"Sang Ace","customer_name":null,"customer_address":"88 Ph\u1ea1m V\u1ea5n","customer_phone":"[]","total_box":47},{"id":"21807","customer_id":"1413","total_price":"10554500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 13:48:23","note":"","order_code":"CH000021807","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":"Ch\u1ecb H\u1ea1nh","customer_address":"36 C\u1ea7u X\u00e9o","customer_phone":"[]","total_box":27},{"id":"21818","customer_id":"1462","total_price":"2837500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 14:02:42","note":"","order_code":"CH000021818","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":null,"customer_address":"21B G\u00f2 D\u1ea7u","customer_phone":"[]","total_box":21},{"id":"21817","customer_id":"1423","total_price":"2244500","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-15 14:02:14","note":"","order_code":"CH000021817","saler":"2","driver":null,"sub_driver":null,"saler_name":"Ho\u00e0ng Ace","customer_name":"Anh B\u1eb1ng","customer_address":"319 Th\u1ea1ch Lam","customer_phone":"[]","total_box":16},{"id":"21849","customer_id":"826","total_price":"3768000","delivery":"0","status":"2","shipment_id":null,"created":"2021-07-16 14:35:20","note":"","order_code":"CH000021849","saler":"1","driver":null,"sub_driver":null,"saler_name":"Sang Ace","customer_name":"","customer_address":"21 \u0111\u01b0\u1eddng S\u1ed1 1","customer_phone":"[\"62678387\"]","total_box":28}],"id":0,"truck":"2","date":"2021-07-16 00:00:00","index":2}
